Mfg_Part_Num,Row_Index,Overall_Score,Status,Flagged_Fields,Flag_Reasons,MFR_URL,Consistency_Passed
PL2-1229,909,0.671,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB2-1692,910,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF2-1474,911,0.731,needs_review,Manufacturer URL,Overall confidence score (0.73) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LB-1349,912,0.805,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB2-1525,913,0.570,needs_review,Manufacturer URL,Overall confidence score (0.57) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LB-1041,914,0.805,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT2-1095,915,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
CBL-1436,916,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1645,917,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT2-1444,918,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
MW-1190,919,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF2-1628,920,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HV-1377,921,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL-1830,922,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB-1432,923,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB2-1774,924,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1092,925,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
MW-1433,926,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
MW-1614,927,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
BM-1576,928,0.731,needs_review,Manufacturer URL,Overall confidence score (0.73) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
RF-1274,929,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF2-1487,930,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
MW-1962,931,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FAS2-1906,932,0.570,needs_review,Manufacturer URL,Overall confidence score (0.57) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1456,933,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB2-1501,934,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB2-1204,935,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB-1524,936,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
ADH-1376,937,0.500,needs_review,Manufacturer URL,Overall confidence score (0.50) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FA-1852,938,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FA-1098,939,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
BM-1681,940,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FAS2-1367,941,0.500,needs_review,Manufacturer URL,Overall confidence score (0.50) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1134,942,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
DW-1617,943,0.659,needs_review,Manufacturer URL; Series,"Overall confidence score (0.66) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL, Series",None,True
EL-1701,944,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
MW-1925,945,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL-1317,946,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
CBL-1943,947,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB-1825,948,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT-1753,949,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
VLV-1442,950,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
UNK-9002,951,0.463,needs_review,Manufacturer URL,Overall confidence score (0.46) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AU-1502,952,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF-1305,953,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1123,954,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL-1157,955,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
MW-1669,956,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1770,957,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LB-1662,958,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
ADH-1291,959,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HT-1412,960,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
BM-1798,961,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT-1397,962,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
MW-1166,963,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FAS2-1213,964,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FA-1872,965,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1021,966,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LB-1091,967,0.818,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL-1978,968,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
CBL-1886,969,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FAS2-1789,970,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT2-1245,971,0.693,needs_review,Manufacturer URL,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
BM-1182,972,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
BM-1261,973,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FA-1408,974,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
BM-1094,975,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
CBL-1390,976,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HV-1616,977,0.778,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF2-1974,978,0.713,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LG-1560,979,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL-1072,980,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF2-1761,981,0.713,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
TOOL2-1056,982,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
